"Date","session_id","event_name","event_time","event_id","traffic_source","product_id","quantity","item_price","payment_status","search_keywords","promo_code","promo_amount",""
"1/23/2019","f7b5cd60-4f87-4b3c-8bde-c7da8930eec2","SEARCH","2019-09-09T05:06:26.425431Z","65ad97d0-9207-447e-b09d-fcc00a569824","MOBILE","","","","","Tas Wanita","","",""
"1/24/2019","f7b5cd60-4f87-4b3c-8bde-c7da8930eec2","SCROLL","2019-09-09T05:23:34.425431Z","cbac06fc-d8f7-44af-a3c1-7c52acd06f3a","MOBILE","","","","","","","",""
"1/25/2019","f7b5cd60-4f87-4b3c-8bde-c7da8930eec2","HOMEPAGE","2019-09-09T05:41:03.425431Z","5f1de882-d789-453f-acb2-a53e84466bf8","MOBILE","","","","","","","",""
"1/26/2019","f7b5cd60-4f87-4b3c-8bde-c7da8930eec2","SCROLL","2019-09-09T05:58:06.425431Z","5bcd9136-db8e-485c-bd0f-adc3c0c02a68","MOBILE","","","","","","","",""
"1/27/2019","f7b5cd60-4f87-4b3c-8bde-c7da8930eec2","ITEM_DETAIL","2019-09-09T06:15:58.425431Z","e1956211-154c-49ff-a30a-44c32d485fa8","MOBILE","","","","","","","",""
"1/28/2019","f7b5cd60-4f87-4b3c-8bde-c7da8930eec2","HOMEPAGE","2019-09-09T06:33:19.425431Z","61b9139c-5d2d-4380-9b0a-34005b2b74f9","MOBILE","","","","","","","",""
"1/29/2019","f7b5cd60-4f87-4b3c-8bde-c7da8930eec2","CLICK","2019-09-09T06:50:49.425431Z","0376c7bf-145a-4eb0-953c-5137bc52bbac","MOBILE","","","","","","","",""
"1/30/2019","f7b5cd60-4f87-4b3c-8bde-c7da8930eec2","HOMEPAGE","2019-09-09T07:07:34.425431Z","c020fa7b-5cd9-44d1-a75f-d5059c5a380f","MOBILE","","","","","","","",""
"1/31/2019","f7b5cd60-4f87-4b3c-8bde-c7da8930eec2","CLICK","2019-09-09T07:26:19.425431Z","6ed5a909-6814-459c-8d9d-baa685a49805","MOBILE","","","","","","","",""
"2/1/2019","f7b5cd60-4f87-4b3c-8bde-c7da8930eec2","SCROLL","2019-09-09T07:43:49.425431Z","d7001eab-8c8b-4c13-b100-8b4ecb60c991","MOBILE","","","","","","","",""
"2/2/2019","f7b5cd60-4f87-4b3c-8bde-c7da8930eec2","PROMO_PAGE","2019-09-09T08:00:18.425431Z","4948ed0c-9e71-47e5-878d-d31610df4c21","MOBILE","","","","","","","",""
"2/3/2019","f7b5cd60-4f87-4b3c-8bde-c7da8930eec2","PROMO_PAGE","2019-09-09T08:16:07.425431Z","1bc809e1-e06c-417c-99e2-d1163080cf04","MOBILE","","","","","","","",""
"2/4/2019","f7b5cd60-4f87-4b3c-8bde-c7da8930eec2","SCROLL","2019-09-09T08:32:40.425431Z","915f9d64-b19e-4d4d-bbbb-06a6ae822406","MOBILE","","","","","","","",""
"2/5/2019","f7b5cd60-4f87-4b3c-8bde-c7da8930eec2","SEARCH","2019-09-09T08:50:27.425431Z","a2e93548-18b5-4a79-b74f-42bbc0cf0fbd","MOBILE","","","","","Celana Panjang","","",""
"2/6/2019","f7b5cd60-4f87-4b3c-8bde-c7da8930eec2","CLICK","2019-09-09T09:08:18.425431Z","027ae8a5-2a4d-4d44-ae8d-7dfd7d951b0a","MOBILE","","","","","","","",""
"2/7/2019","f7b5cd60-4f87-4b3c-8bde-c7da8930eec2","ITEM_DETAIL","2019-09-09T09:25:54.425431Z","b0d1b699-41dd-4b7b-9be9-8b1eb9e75ee8","MOBILE","","","","","","","",""
"2/8/2019","b2843a94-248f-429e-bd54-1a456b4ef4a7","HOMEPAGE","2019-09-15T00:09:43.425431Z","c5cef5d0-f373-460b-8cd7-67122787d743","MOBILE","","","","","","","",""
"2/9/2019","b2843a94-248f-429e-bd54-1a456b4ef4a7","ADD_TO_CART","2019-09-15T20:19:47.425431Z","93895414-54a2-4cc2-bf06-4853d95ce2b8","MOBILE","22681","1","496501","","","","",""
"2/10/2019","b2843a94-248f-429e-bd54-1a456b4ef4a7","BOOKING","2019-09-17T12:17:58.425431Z","2d046ae1-7489-425f-95e3-926d87578c10","MOBILE","","","","Success","","","",""
"2/11/2019","b2843a94-248f-429e-bd54-1a456b4ef4a7","SCROLL","2019-09-15T20:12:56.425431Z","112f3b7e-ebe1-4024-abcd-0a9699cd5454","MOBILE","","","","","","","",""
"2/12/2019","d9aaa8a8-5e60-4e1e-ab0a-bb9755a7a3e9","HOMEPAGE","2019-09-23T20:17:49.425431Z","ab929a73-3c47-4870-a7e9-74a69a1c9688","WEB","","","","","","","",""
"2/13/2019","d9aaa8a8-5e60-4e1e-ab0a-bb9755a7a3e9","ADD_TO_CART","2019-09-24T01:15:27.425431Z","e65e2954-9a2d-4847-86df-f491d6e8b872","WEB","25875","4","287362","","","","",""
"2/14/2019","d9aaa8a8-5e60-4e1e-ab0a-bb9755a7a3e9","ADD_TO_CART","2019-09-24T06:13:46.425431Z","6a33f0de-fe69-4df4-b535-4e704dbe881c","WEB","4790","1","262894","","","","",""
"2/15/2019","d9aaa8a8-5e60-4e1e-ab0a-bb9755a7a3e9","ADD_TO_CART","2019-09-24T11:14:14.425431Z","cacf424c-8456-42ef-b3e4-383f9b75a8b4","WEB","30881","1","88678","","","","",""
"2/16/2019","d9aaa8a8-5e60-4e1e-ab0a-bb9755a7a3e9","ADD_PROMO","2019-09-24T16:16:10.425431Z","7a808081-2384-4a3a-ad00-9f10df4f07a7","WEB","","","","","","BUYMORE","4903",""
"2/17/2019","d9aaa8a8-5e60-4e1e-ab0a-bb9755a7a3e9","BOOKING","2019-09-25T12:30:19.425431Z","622fb041-d094-43d7-988a-da0bb66f17f0","WEB","","","","Success","","","",""
"2/18/2019","d9aaa8a8-5e60-4e1e-ab0a-bb9755a7a3e9","CLICK","2019-09-24T01:15:39.425431Z","e363f2c3-d624-41df-b24b-11ea67d10b68","WEB","","","","","","","",""
"2/19/2019","d9aaa8a8-5e60-4e1e-ab0a-bb9755a7a3e9","ITEM_DETAIL","2019-09-24T06:17:29.425431Z","719e3149-51ff-41b3-99f2-85fcdd465f74","WEB","","","","","","","",""
"2/20/2019","d9aaa8a8-5e60-4e1e-ab0a-bb9755a7a3e9","CLICK","2019-09-24T11:17:36.425431Z","dcb63b15-82fc-4bc8-b345-784e7774f882","WEB","","","","","","","",""
"2/21/2019","98e66f53-f24f-4238-8c9c-34a0482e22d5","HOMEPAGE","2019-10-02T11:23:23.425431Z","f0afb1f7-2938-49d8-af80-fd80351927bb","MOBILE","","","","","","","",""
"2/22/2019","98e66f53-f24f-4238-8c9c-34a0482e22d5","ADD_TO_CART","2019-10-02T13:19:13.425431Z","10c28727-e319-4a3d-80fc-909d64dfd6bf","MOBILE","41867","1","261447","","","","",""
"2/23/2019","98e66f53-f24f-4238-8c9c-34a0482e22d5","ADD_PROMO","2019-10-02T15:14:18.425431Z","1d293181-b1cf-46e0-b5eb-682fe652131d","MOBILE","","","","","","AZ2022","6307",""
"2/24/2019","98e66f53-f24f-4238-8c9c-34a0482e22d5","BOOKING","2019-10-03T12:34:39.425431Z","8dcb9da3-a650-4649-b480-4ac8d97bb397","MOBILE","","","","Success","","","",""
"2/25/2019","98e66f53-f24f-4238-8c9c-34a0482e22d5","SCROLL","2019-10-02T13:19:21.425431Z","52a1ea51-6066-4826-b69d-5376e6d8324d","MOBILE","","","","","","","",""
"2/26/2019","98e66f53-f24f-4238-8c9c-34a0482e22d5","HOMEPAGE","2019-10-02T15:16:41.425431Z","a2eabb5c-dd6f-4b97-8fec-6ac3eaa47db6","MOBILE","","","","","","","",""
"2/27/2019","98e66f53-f24f-4238-8c9c-34a0482e22d5","SEARCH","2019-10-02T17:17:08.425431Z","bf6963cd-b681-4763-b796-ce18d3b9004f","MOBILE","","","","","Kaos","","",""
"2/28/2019","98e66f53-f24f-4238-8c9c-34a0482e22d5","CLICK","2019-10-02T19:13:45.425431Z","78cc89eb-4694-4faf-8aab-5df87a635146","MOBILE","","","","","","","",""
"3/1/2019","98e66f53-f24f-4238-8c9c-34a0482e22d5","SEARCH","2019-10-02T21:07:33.425431Z","cf5d38ae-7f44-4166-9cf9-c43fb57b8f3a","MOBILE","","","","","Sepatu","","",""
"3/2/2019","98e66f53-f24f-4238-8c9c-34a0482e22d5","CLICK","2019-10-02T23:03:29.425431Z","050131b9-fc44-4883-a92a-1093abe429b9","MOBILE","","","","","","","",""
"3/3/2019","98e66f53-f24f-4238-8c9c-34a0482e22d5","CLICK","2019-10-03T01:01:23.425431Z","c47f8ad4-4328-4692-a0e2-14728292c03a","MOBILE","","","","","","","",""
"3/4/2019","98e66f53-f24f-4238-8c9c-34a0482e22d5","PROMO_PAGE","2019-10-03T02:58:10.425431Z","1282de56-1248-44bf-96a1-c29b4e1040c0","MOBILE","","","","","","","",""
"3/5/2019","98e66f53-f24f-4238-8c9c-34a0482e22d5","CLICK","2019-10-03T04:53:12.425431Z","965c49e8-bcfa-472d-b6f5-e88c50621675","MOBILE","","","","","","","",""
"3/6/2019","98e66f53-f24f-4238-8c9c-34a0482e22d5","PROMO_PAGE","2019-10-03T06:50:34.425431Z","9e83688b-da3b-417c-97df-a64188b8a97a","MOBILE","","","","","","","",""
"3/7/2019","e0c0239d-e240-4506-942f-1e4f09e2ab58","HOMEPAGE","2019-10-09T23:39:45.425431Z","8f96587e-336c-4fcf-8f83-fe86d2d6c5c7","MOBILE","","","","","","","",""
"3/8/2019","e0c0239d-e240-4506-942f-1e4f09e2ab58","ADD_TO_CART","2019-10-10T05:50:38.425431Z","84c22a39-0600-44e5-b136-decb6ec5648b","MOBILE","9785","1","131301","","","","",""
"3/9/2019","e0c0239d-e240-4506-942f-1e4f09e2ab58","BOOKING","2019-10-11T12:34:55.425431Z","a28d123f-bc0c-4487-9cca-43487a49c1da","MOBILE","","","","Success","","","",""
"3/10/2019","e0c0239d-e240-4506-942f-1e4f09e2ab58","CLICK","2019-10-10T05:49:27.425431Z","664163d5-2701-4b4e-b452-bb7ed506d374","MOBILE","","","","","","","",""
"3/11/2019","e0c0239d-e240-4506-942f-1e4f09e2ab58","SCROLL","2019-10-10T11:58:02.425431Z","68a02678-9a64-43c5-b48d-021c1bca9437","MOBILE","","","","","","","",""
"3/12/2019","e0c0239d-e240-4506-942f-1e4f09e2ab58","CLICK","2019-10-10T18:09:31.425431Z","3b4260a5-b45f-45f0-a16f-52b0ad662a8c","MOBILE","","","","","","","",""
"3/13/2019","e0c0239d-e240-4506-942f-1e4f09e2ab58","SCROLL","2019-10-11T00:18:05.425431Z","4032dd37-c658-48cc-af35-ca02e258c181","MOBILE","","","","","","","",""
"3/14/2019","1553b735-081d-4dc5-8d5f-80c1bf442e0f","HOMEPAGE","2019-10-16T14:08:36.425431Z","a9f33644-1fde-4ea9-83f4-8c300a9d450d","MOBILE","","","","","","","",""
"3/15/2019","1553b735-081d-4dc5-8d5f-80c1bf442e0f","ADD_TO_CART","2019-10-16T17:14:23.425431Z","f253b968-8757-412c-bd54-94d9d1cdb001","MOBILE","21330","1","104384","","","","",""
"3/16/2019","1553b735-081d-4dc5-8d5f-80c1bf442e0f","ADD_PROMO","2019-10-16T20:20:14.425431Z","c86b2a91-0a21-404a-98e9-947d3060fdc2","MOBILE","","","","","","WEEKENDSERU","5165",""
"3/17/2019","1553b735-081d-4dc5-8d5f-80c1bf442e0f","BOOKING","2019-10-19T13:06:22.425431Z","7afa23a0-470c-47f9-a364-c2cb1e5e61ae","MOBILE","","","","Success","","","",""
"3/18/2019","1553b735-081d-4dc5-8d5f-80c1bf442e0f","SCROLL","2019-10-16T17:10:02.425431Z","cdbae83b-d2cb-41b0-b50f-fb9bc44b4e6d","MOBILE","","","","","","","",""
"3/19/2019","1553b735-081d-4dc5-8d5f-80c1bf442e0f","CLICK","2019-10-16T20:17:15.425431Z","3bb69d63-7057-4b5d-9be5-ce4be7eb2629","MOBILE","","","","","","","",""
"3/20/2019","1553b735-081d-4dc5-8d5f-80c1bf442e0f","PROMO_PAGE","2019-10-16T23:22:44.425431Z","005d1c8d-228f-4be6-b5ca-bfbb0168ec25","MOBILE","","","","","","","",""
"3/21/2019","1553b735-081d-4dc5-8d5f-80c1bf442e0f","CLICK","2019-10-17T02:26:29.425431Z","e5376522-2f49-4c98-b96c-06e62dd66712","MOBILE","","","","","","","",""
"3/22/2019","1553b735-081d-4dc5-8d5f-80c1bf442e0f","CLICK","2019-10-17T05:31:27.425431Z","500c9ea9-38b7-432a-83be-20d6163d3466","MOBILE","","","","","","","",""
"3/23/2019","1553b735-081d-4dc5-8d5f-80c1bf442e0f","ITEM_DETAIL","2019-10-17T08:35:04.425431Z","ae83d9d4-deba-46ec-82bc-3ba9048c112a","MOBILE","","","","","","","",""
"3/24/2019","1553b735-081d-4dc5-8d5f-80c1bf442e0f","CLICK","2019-10-17T11:40:34.425431Z","228fc9e4-b2b2-47e3-bc3a-3e406507f962","MOBILE","","","","","","","",""
"3/25/2019","1553b735-081d-4dc5-8d5f-80c1bf442e0f","CLICK","2019-10-17T14:47:42.425431Z","1bf3001e-16fd-460e-a34e-03d18bf94d29","MOBILE","","","","","","","",""
"3/26/2019","1553b735-081d-4dc5-8d5f-80c1bf442e0f","CLICK","2019-10-17T17:52:54.425431Z","0006065e-dd2b-44d3-8e4c-0a05da22fb9c","MOBILE","","","","","","","",""
"3/27/2019","1553b735-081d-4dc5-8d5f-80c1bf442e0f","CLICK","2019-10-17T20:58:00.425431Z","b7eca63a-ce9d-4d25-8479-b8090cdbf5ed","MOBILE","","","","","","","",""
"3/28/2019","1553b735-081d-4dc5-8d5f-80c1bf442e0f","ITEM_DETAIL","2019-10-18T00:03:37.425431Z","f29b3cf1-8b9f-4723-8537-3dfaebd04631","MOBILE","","","","","","","",""
"3/29/2019","1553b735-081d-4dc5-8d5f-80c1bf442e0f","CLICK","2019-10-18T03:05:55.425431Z","3f846a9f-2378-4797-b223-df38ecacaf12","MOBILE","","","","","","","",""
"3/30/2019","1553b735-081d-4dc5-8d5f-80c1bf442e0f","ITEM_DETAIL","2019-10-18T06:09:56.425431Z","a4a1c449-915b-4263-b207-d994eaa2f172","MOBILE","","","","","","","",""
"3/31/2019","1553b735-081d-4dc5-8d5f-80c1bf442e0f","SCROLL","2019-10-18T09:12:19.425431Z","54028ee1-edcc-4dc4-b835-35a8ee398291","MOBILE","","","","","","","",""
"4/1/2019","1553b735-081d-4dc5-8d5f-80c1bf442e0f","SCROLL","2019-10-18T12:17:54.425431Z","94746d80-c099-471f-8667-a8ffb41ea0b6","MOBILE","","","","","","","",""
"4/2/2019","1553b735-081d-4dc5-8d5f-80c1bf442e0f","HOMEPAGE","2019-10-18T15:21:24.425431Z","268557b5-3907-47fa-91a6-4503178f3125","MOBILE","","","","","","","",""
"4/3/2019","1553b735-081d-4dc5-8d5f-80c1bf442e0f","PROMO_PAGE","2019-10-18T18:24:22.425431Z","ae465c1d-128f-46c5-9d46-25ce7c89f6d7","MOBILE","","","","","","","",""
"4/4/2019","1553b735-081d-4dc5-8d5f-80c1bf442e0f","PROMO_PAGE","2019-10-18T21:29:47.425431Z","fc084fa6-8f44-43d9-b541-525acce9c0b3","MOBILE","","","","","","","",""
"4/5/2019","1553b735-081d-4dc5-8d5f-80c1bf442e0f","SCROLL","2019-10-19T00:33:53.425431Z","330b7d14-a6f5-4558-9f6a-a78ed2a82d23","MOBILE","","","","","","","",""
"4/6/2019","1553b735-081d-4dc5-8d5f-80c1bf442e0f","CLICK","2019-10-19T03:37:01.425431Z","bc777601-d8da-4ef0-ba7f-88036a5817cd","MOBILE","","","","","","","",""
"4/7/2019","86cd66bb-bd3e-453f-8f1b-c6903e34829a","HOMEPAGE","2019-10-27T01:14:34.425431Z","3e281607-bbdc-4a28-b13d-c22ff235e41e","MOBILE","","","","","","","",""
"4/8/2019","86cd66bb-bd3e-453f-8f1b-c6903e34829a","ADD_TO_CART","2019-10-27T05:19:31.425431Z","a06163ca-8ea3-45a4-84e0-4dfcf5966972","MOBILE","18926","3","172106","","","","",""
"4/9/2019","86cd66bb-bd3e-453f-8f1b-c6903e34829a","BOOKING","2019-10-27T13:20:03.425431Z","bc9549a4-e032-4bf6-aeac-3698eae95cfd","MOBILE","","","","Success","","","",""
"4/10/2019","86cd66bb-bd3e-453f-8f1b-c6903e34829a","CLICK","2019-10-27T05:17:45.425431Z","c7300ec0-b6ad-47d0-8dae-e5e44c9e3c0a","MOBILE","","","","","","","",""
"4/11/2019","d31a46d0-c6ff-4bda-9068-137e8237a6dd","HOMEPAGE","2019-11-03T03:38:34.425431Z","b2c33b5b-c04d-441b-9d56-80c9e8f394cb","MOBILE","","","","","","","",""
"4/12/2019","d31a46d0-c6ff-4bda-9068-137e8237a6dd","ADD_TO_CART","2019-11-03T06:46:22.425431Z","5f663545-adeb-4293-b5f9-1be9b2c1bf0d","MOBILE","11727","1","214692","","","","",""
"4/13/2019","d31a46d0-c6ff-4bda-9068-137e8237a6dd","BOOKING","2019-11-04T13:20:49.425431Z","d86ab0fe-60f8-4be3-b3f5-33fd1cbc3b38","MOBILE","","","","Success","","","",""
"4/14/2019","d31a46d0-c6ff-4bda-9068-137e8237a6dd","HOMEPAGE","2019-11-03T06:43:26.425431Z","8afc3930-9933-40ef-8cb4-bab62f0a5f5a","MOBILE","","","","","","","",""
"4/15/2019","d31a46d0-c6ff-4bda-9068-137e8237a6dd","SCROLL","2019-11-03T09:46:13.425431Z","a21ee779-5211-467c-b97b-5b489667d64e","MOBILE","","","","","","","",""
"4/16/2019","d31a46d0-c6ff-4bda-9068-137e8237a6dd","SEARCH","2019-11-03T12:50:15.425431Z","c83729d3-c265-498c-a026-eef964b5d8f3","MOBILE","","","","","Dress Kondangan","","",""
"4/17/2019","d31a46d0-c6ff-4bda-9068-137e8237a6dd","HOMEPAGE","2019-11-03T15:53:03.425431Z","e6d50cf7-da10-44d9-b28d-6f5add18567b","MOBILE","","","","","","","",""
"4/18/2019","d31a46d0-c6ff-4bda-9068-137e8237a6dd","PROMO_PAGE","2019-11-03T18:57:43.425431Z","7aaf25c0-1436-4894-b356-d7fc1ca3c569","MOBILE","","","","","","","",""
"4/19/2019","d31a46d0-c6ff-4bda-9068-137e8237a6dd","SCROLL","2019-11-03T22:04:14.425431Z","15dda049-3e13-4b90-a6b5-7292ee143c22","MOBILE","","","","","","","",""
"4/20/2019","d31a46d0-c6ff-4bda-9068-137e8237a6dd","SEARCH","2019-11-04T01:09:18.425431Z","c1fc3fe6-1bd9-4c86-bc28-21393dcc1f1f","MOBILE","","","","","Tas Kerja","","",""
"4/21/2019","d31a46d0-c6ff-4bda-9068-137e8237a6dd","HOMEPAGE","2019-11-04T04:12:27.425431Z","3f07502a-dde4-408f-8413-a3458de6ec8e","MOBILE","","","","","","","",""
"4/22/2019","d31a46d0-c6ff-4bda-9068-137e8237a6dd","HOMEPAGE","2019-11-04T07:14:59.425431Z","10cfeea9-da96-43e2-bed3-e5db757a305d","MOBILE","","","","","","","",""
"4/23/2019","5b675618-09be-43c6-8653-bb68a0831049","HOMEPAGE","2019-11-12T01:52:31.425431Z","b24b379d-2042-4014-8c7a-d904d63ddede","MOBILE","","","","","","","",""
"4/24/2019","5b675618-09be-43c6-8653-bb68a0831049","ADD_TO_CART","2019-11-12T03:00:47.425431Z","f4cb4068-0349-4c2f-af9b-8c7ca9925cd0","MOBILE","25446","3","135338","","","","",""
"4/25/2019","5b675618-09be-43c6-8653-bb68a0831049","BOOKING","2019-11-12T13:15:21.425431Z","97b5aa09-7708-4bec-84e1-81d81d3d9394","MOBILE","","","","Success","","","",""
"4/26/2019","5b675618-09be-43c6-8653-bb68a0831049","HOMEPAGE","2019-11-12T03:00:18.425431Z","b998a986-159b-48ee-9fec-6c478bed218e","MOBILE","","","","","","","",""
"4/27/2019","5b675618-09be-43c6-8653-bb68a0831049","SCROLL","2019-11-12T04:09:41.425431Z","de519658-aa19-4c06-a884-4a4feb15d971","MOBILE","","","","","","","",""
"4/28/2019","5b675618-09be-43c6-8653-bb68a0831049","SCROLL","2019-11-12T05:17:02.425431Z","e3e3d463-d76b-4814-bd71-2598cb02b448","MOBILE","","","","","","","",""
"4/29/2019","5b675618-09be-43c6-8653-bb68a0831049","CLICK","2019-11-12T06:25:42.425431Z","65f4880a-0196-4e4d-aa2b-107091dfa018","MOBILE","","","","","","","",""
"4/30/2019","5b675618-09be-43c6-8653-bb68a0831049","CLICK","2019-11-12T07:34:25.425431Z","2f2a3122-b4f6-4536-abea-2da417feecc7","MOBILE","","","","","","","",""
"5/1/2019","5b675618-09be-43c6-8653-bb68a0831049","SCROLL","2019-11-12T08:43:12.425431Z","6c331387-3906-431b-9819-38fe64ad026a","MOBILE","","","","","","","",""
"5/2/2019","5b675618-09be-43c6-8653-bb68a0831049","CLICK","2019-11-12T09:50:33.425431Z","e09f4ae8-ee58-40e0-984d-868a798a7535","MOBILE","","","","","","","",""
"5/3/2019","5b675618-09be-43c6-8653-bb68a0831049","SEARCH","2019-11-12T10:58:06.425431Z","349de31d-8248-49f0-b61f-05a4926a2caa","MOBILE","","","","","T-Shirt","","",""
"5/4/2019","5b675618-09be-43c6-8653-bb68a0831049","ITEM_DETAIL","2019-11-12T15:08:29.425431Z","e34171ee-bac6-4942-9840-30c7a850427c","MOBILE","","","","","","","",""
"5/5/2019","5b675618-09be-43c6-8653-bb68a0831049","PROMO_PAGE","2019-11-12T17:00:18.425431Z","4a9a0a88-297e-4451-a859-51c34241115c","MOBILE","","","","","","","",""
"5/6/2019","5b675618-09be-43c6-8653-bb68a0831049","PROMO_PAGE","2019-11-12T18:50:48.425431Z","74810c67-9910-4448-8825-9ebfe3090652","MOBILE","","","","","","","",""
"5/7/2019","5b675618-09be-43c6-8653-bb68a0831049","ITEM_DETAIL","2019-11-12T20:43:20.425431Z","549df4d1-5a96-4775-8a1d-0e051452b670","MOBILE","","","","","","","",""
"5/8/2019","5b675618-09be-43c6-8653-bb68a0831049","CLICK","2019-11-12T22:37:31.425431Z","e3d6a5da-8682-4dec-8858-ac9cf2532056","MOBILE","","","","","","","",""
"5/9/2019","5b675618-09be-43c6-8653-bb68a0831049","SCROLL","2019-11-13T00:27:55.425431Z","27561f28-571c-47d8-88aa-192a6239061a","MOBILE","","","","","","","",""
"5/10/2019","5b675618-09be-43c6-8653-bb68a0831049","SEARCH","2019-11-13T02:19:07.425431Z","4d62a04c-2781-4c54-97ef-b98ddd2ac83d","MOBILE","","","","","Topi","","",""
"5/11/2019","5b675618-09be-43c6-8653-bb68a0831049","SCROLL","2019-11-13T04:08:38.425431Z","584476dd-4b0d-404e-a5fc-a099676f6fb3","MOBILE","","","","","","","",""
"5/12/2019","5b675618-09be-43c6-8653-bb68a0831049","HOMEPAGE","2019-11-13T06:01:45.425431Z","86579576-7188-42ab-82a5-62bfe74bd774","MOBILE","","","","","","","",""
